2.500000000000001110e-01,-3.682821194133649723e-01,1.202631075856386289e-03,2.440529746533229571e-01,-2.416485506359244279e-02,-8.292382273492358152e-03,-2.641978802576417859e-02,4.009919912423831612e-02,-5.229323463458960403e-02,6.436777899543986992e-02,-8.396837731183562359e-02,6.478239850770672881e-02,-1.095126476282926725e-01,3.977530723277987457e-02,-1.192342782730740625e-01,-2.442156318366306422e-04,-1.094327421885406271e-01,-4.015403153287787352e-02,-8.404217140171708900e-02,-6.512224166040445072e-02,-5.244698884326237653e-02,-6.499494859405670344e-02,-2.656065154740862300e-02,-4.067486210320714335e-02,-2.406926280902592244e-04,3.812150840029948965e-04,6.762592707899063582e-04,2.134366049397578538e-04,2.623345013423999668e-04,-6.479569460206906998e-04,4.482260694341477498e-04,-9.683566076541105924e-05,7.941714722568901522e-04,-2.927083575509159346e-04,1.014018794768051929e-03,9.996634048716288988e-05,9.795215464437868284e-04,6.796092258452674732e-04,3.422068760978035258e-04,5.740749960854132005e-04,1.077241395950723923e-06,7.293306077630486942e-04,4.047523447506306345e-04,-1.066121773361573978e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000003331e-01,-3.675221526358938284e-01,1.656384270639854606e-03,2.410422373007645724e-01,-2.616014833211531554e-02,-9.405884575833986169e-03,-2.561788495390559389e-02,4.012702222001951480e-02,-5.210781345200669185e-02,6.297807657925702518e-02,-8.353171580291327003e-02,6.459508323675816621e-02,-1.084727926412698412e-01,3.893697728202773906e-02,-1.179013058015768445e-01,-7.027033259628574790e-05,-1.081980192342875263e-01,-3.899215297694158533e-02,-8.366526984210634343e-02,-6.389679025294919823e-02,-5.253671396270270799e-02,-6.368329630393632090e-02,-2.616635059569093896e-02,-4.079021128253720180e-02,-4.293183499664765188e-04,7.591959174060053817e-04,1.113847811476411515e-03,-6.702112229745399116e-05,4.310348316483926827e-04,-1.178062335436944833e-03,6.808878777918818534e-04,1.180776395267498906e-05,1.472082742967517361e-03,-6.454860328010751354e-04,1.725589856403749161e-03,3.554485639105498364e-04,1.579101621690705932e-03,1.086712614417101709e-03,6.938482944731802710e-04,1.306955943282623721e-03,1.597698592864511108e-04,1.316628988218484933e-03,6.448602735468602146e-04,1.201993031878190133e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000005551e-01,-3.669410479355071919e-01,1.968440177437358329e-03,2.380190828573892636e-01,-2.695064576707779935e-02,-8.895830419368267947e-03,-2.444812827705121483e-02,3.974342019853514818e-02,-5.152159006006765130e-02,6.095065684609941165e-02,-8.284000815286149400e-02,6.443183254927474513e-02,-1.068772560669103561e-01,3.807948079672064667e-02,-1.160965280775598102e-01,5.033226093107165226e-04,-1.065296702627623604e-01,-3.744040817845541852e-02,-8.292928477489752703e-02,-6.205106218115115368e-02,-5.230002526108877559e-02,-6.173772810240266834e-02,-2.550964083756839668e-02,-4.056994665183536602e-02,-2.778968892155976090e-04,6.404306220596466242e-04,1.360519658098457377e-03,-3.166807801132772641e-04,9.779282343820325327e-04,-1.566496925115045454e-03,8.890192630037893270e-04,-1.178319304231905231e-04,1.798382977587883970e-03,-4.761375820579925281e-04,1.963913477814205593e-03,5.628196088394610448e-04,1.846356588114332576e-03,1.272248856544808517e-03,9.303249011310915726e-04,1.456215147738134730e-03,5.221685579550169789e-04,1.562505692510158650e-03,8.102878752267797524e-04,3.201291642442343670e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000666e+00,-3.664007155587658549e-01,2.209039082856634195e-03,2.347079277840487532e-01,-2.735377257820902422e-02,-8.209291519050329264e-03,-2.306003751607707195e-02,3.917959069798434418e-02,-5.040020926620916025e-02,5.860185336895516739e-02,-8.189891401024702866e-02,6.404444395932974710e-02,-1.050308901343168788e-01,3.738926433712381342e-02,-1.140699701668133198e-01,1.221308219281902474e-03,-1.046672876755114084e-01,-3.565264381143024713e-02,-8.201349041261810080e-02,-5.996886404487262318e-02,-5.174157698201056060e-02,-5.956570219691598861e-02,-2.474409788155391629e-02,-4.011140488622148143e-02,-1.586004128660199156e-04,5.535229807976986766e-04,1.511784704847035513e-03,-3.894557580390809186e-04,1.336281167672947936e-03,-1.714724079564772892e-03,1.152987221469252508e-03,-3.498586017157168950e-04,1.940295077956838117e-03,-4.564565445194712287e-04,2.150491681527576596e-03,5.513280211104918446e-04,1.935840068399817147e-03,1.389906380779560441e-03,1.017421143906466728e-03,1.638111397464345979e-03,7.159887369601414340e-04,1.664570123135457975e-03,8.783550616484643711e-04,4.237992071668761416e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.249999999999995337e+00,-3.658781461395897994e-01,2.425549383443081908e-03,2.309151709858841550e-01,-2.758700912356502888e-02,-7.568322366409203049e-03,-2.152319565495760742e-02,3.859938900644596660e-02,-4.915286988266458906e-02,5.602688733082104855e-02,-8.063274486482950587e-02,6.341823557161187230e-02,-1.030336708182599259e-01,3.652670594406715043e-02,-1.118028899003935261e-01,1.846344891278970095e-03,-1.026724345557899626e-01,-3.371543052963369563e-02,-8.104017509721098134e-02,-5.764157239085915957e-02,-5.108821305326739781e-02,-5.717843894337850535e-02,-2.382858135310525483e-02,-3.941828562446089007e-02,-5.494231736822889568e-05,4.777515792947424926e-04,1.667396177307725602e-03,-3.750587495754406165e-04,1.133254408942190646e-03,-1.963478442981207977e-03,1.506500772507312702e-03,-4.562735455570748715e-04,2.143229154302354281e-03,-6.851574415283241421e-04,2.431339337618103856e-03,4.754733112289339205e-04,2.143018597888053742e-03,1.504477614819572148e-03,1.091537467668254446e-03,1.814698766720237002e-03,7.725951126055367098e-04,1.887870656986246048e-03,1.073582034025821665e-03,6.550741540273926841e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.499999999999990008e+00,-3.653725408364609795e-01,2.626831128759166134e-03,2.266290137251355530e-01,-2.770977410186334366e-02,-7.004718126800886686e-03,-1.982482607320291620e-02,3.799628268752291288e-02,-4.794939492366698947e-02,5.303216121282428031e-02,-7.898234461792087713e-02,6.269162588964174998e-02,-1.007622647200734634e-01,3.541333339650213491e-02,-1.092266020898351453e-01,2.609895794396768515e-03,-1.003486988280384157e-01,-3.154380580636705067e-02,-7.995686897696135942e-02,-5.500142284029939377e-02,-5.031164349849297224e-02,-5.444616624090169166e-02,-2.279901064589500911e-02,-3.918557040614802783e-02,3.082786770760526595e-05,4.151490560627767818e-04,1.758411576842607406e-03,-4.171742078427185954e-04,1.380836634293496502e-03,-2.217951279720283518e-03,1.864265778528427855e-03,-4.980091609803247686e-04,2.420520026832181665e-03,-8.209114796466909780e-04,2.723692629638232391e-03,7.242797772599124471e-04,2.539807754877903070e-03,1.715971612739955509e-03,1.214357695661113677e-03,2.073323663558968803e-03,7.950357695149339043e-04,2.142758694733520094e-03,1.213856855752968840e-03,1.972893744874134789e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.749999999999984679e+00,-3.648777008562162916e-01,2.823164853649196004e-03,2.218192257680122736e-01,-2.773175185147115293e-02,-6.533674125641159534e-03,-1.812215968657192658e-02,3.722159908410923451e-02,-4.647642217546367471e-02,4.983677752755390211e-02,-7.698036989972648070e-02,6.191640001819111172e-02,-9.821809915658759327e-02,3.416728016571088378e-02,-1.063400617869345866e-01,3.722865464312823981e-03,-9.761573046816542087e-02,-2.909338198934426425e-02,-7.864492212734673637e-02,-5.208939057317742150e-02,-4.945450693374414675e-02,-5.135914394901525820e-02,-2.154898405797758473e-02,-3.886854447266348961e-02,1.193339644007286864e-04,3.490623555964435395e-04,1.705875950131971507e-03,-6.242431700801866082e-04,1.657346359512876580e-03,-2.310751936758391988e-03,2.179610051554236368e-03,-5.366316964143596439e-04,2.674739825872511200e-03,-8.718166077670526978e-04,3.021969469933992979e-03,9.728402395312747957e-04,2.890945305628321062e-03,1.879189655026284374e-03,1.512784638373716609e-03,2.202618966948863798e-03,1.058513246614126765e-03,2.365851585572734377e-03,1.383334896604511725e-03,3.424878230299869793e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.999999999999979350e+00,-3.643989755793146657e-01,3.012781802216757399e-03,2.165176320915594976e-01,-2.769212146043554049e-02,-6.110744481863106259e-03,-1.647415584288371496e-02,3.622546834787367109e-02,-4.470455766697271210e-02,4.649459425886601216e-02,-7.464393449380173073e-02,6.101279337910375106e-02,-9.536001367344285051e-02,3.305920662760672424e-02,-1.031598476433316508e-01,5.259934736634564942e-03,-9.457806964363478508e-02,-2.647968996417405727e-02,-7.701085016272300743e-02,-4.894131915842086372e-02,-4.833488098177138315e-02,-4.799634632807710244e-02,-2.015254341078120265e-02,-3.834433508553367065e-02,1.455979093400812570e-04,3.386037050294452900e-04,1.652238620965587861e-03,-7.286929721081886191e-04,1.939087402404413756e-03,-2.440832534599776324e-03,2.508448667208267296e-03,-6.815077653268962910e-04,3.032304100394079324e-03,-6.528553685219314322e-04,3.263604228641760283e-03,1.318208045892027341e-03,3.133187083085226150e-03,1.970177176425326644e-03,1.819231750995653181e-03,2.391784231229256326e-03,1.290156916220687195e-03,2.557642837280102183e-03,1.489635588817892885e-03,4.892515785799860135e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.249999999999974243e+00,-3.639377898304311243e-01,3.188525698437860711e-03,2.108088121256365133e-01,-2.762380441258808703e-02,-5.697392101967870687e-03,-1.486517044697122786e-02,3.508295556053623449e-02,-4.264270813312519975e-02,4.300623070466388920e-02,-7.202948881729814845e-02,6.012353243945241232e-02,-9.211690676873671157e-02,3.227413772445181933e-02,-9.979229650444515487e-02,7.170453585129440803e-03,-9.131221543620202108e-02,-2.374124468640535779e-02,-7.505894902421851589e-02,-4.558260017187398816e-02,-4.697882013090950298e-02,-4.437151388261346280e-02,-1.869439687093252950e-02,-3.762761541969811968e-02,1.678582521106513161e-04,3.258774235743389308e-04,1.630155406906739091e-03,-8.328017558940845055e-04,2.215081372457859948e-03,-2.461558626098430021e-03,2.423688928416286789e-03,-6.273601451901447213e-04,3.380677414741026145e-03,-4.177688356944784099e-04,3.300968148541789157e-03,1.524772590166822289e-03,3.326046096048086188e-03,1.999034896404179411e-03,2.111645946596574664e-03,2.488338417165223034e-03,1.495697519468063659e-03,2.721531684159068064e-03,1.497063684618750229e-03,6.108996271297908402e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.499999999999968914e+00,-3.634917667446465606e-01,3.330871804966051286e-03,2.049214630484448574e-01,-2.749778828885974732e-02,-5.371100636920650949e-03,-1.324454159468484854e-02,3.394003266706462768e-02,-4.026254389183259175e-02,3.946659066232859059e-02,-6.938219621890459599e-02,5.926092838995151296e-02,-8.845606531221997249e-02,3.219454730240513957e-02,-9.651959282708374999e-02,8.689888288630178564e-03,-8.778397404346850730e-02,-2.089106285323617460e-02,-7.281666420873876555e-02,-4.208267704364264394e-02,-4.539269076694254362e-02,-4.052517328004150848e-02,-1.714499564992322603e-02,-3.674530150519852295e-02,4.573665603072595313e-04,-7.579944550213535566e-05,1.679269824912263008e-03,-7.421115159731264720e-04,2.536628742828010014e-03,-2.341583095960872440e-03,2.847864142522452905e-03,-4.856332086554131689e-04,3.799963712741708053e-03,4.202995593201356260e-04,3.170147569080167434e-03,5.783201537204862158e-04,3.596411414773215218e-03,2.156416099961123121e-03,2.360998949054813473e-03,2.444789735757009301e-03,1.728868522614415010e-03,2.867349222952475865e-03,1.670323049517754730e-03,6.462535513177189699e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.749999999999963585e+00,-3.629557716710094528e-01,3.481001887171819575e-03,1.987997493626741941e-01,-2.672518021133132859e-02,-6.227514989495005863e-03,-1.150313408802031492e-02,3.289620758919858251e-02,-3.720982772429885788e-02,3.792124154042366552e-02,-6.627619631633986652e-02,5.954113138136676170e-02,-8.491990355274227353e-02,3.282541933853774796e-02,-9.425707017410989152e-02,9.714200401782871822e-03,-8.415963714335716883e-02,-1.794872811938186263e-02,-7.102578969802050834e-02,-3.975173845143323975e-02,-4.371926801293896797e-02,-3.749693833229631595e-02,-1.548539610851139454e-02,-3.580631417626144175e-02,1.235433822586574351e-03,-1.060948139404537969e-03,2.037427070252531298e-03,-7.250248333223694450e-04,3.849460003403238489e-03,7.695866373000313787e-04,3.339605737467975406e-03,1.322268706949391312e-03,3.258263925549110401e-03,2.093334148616218858e-04,1.363020403096162729e-03,5.614325319510130247e-04,3.467893032836386058e-03,2.071606607389661278e-03,1.107331760672799733e-03,5.561271105085217230e-04,1.838781843678872260e-03,1.039395575335415409e-03,1.771993495330300566e-03,7.883288455280606849e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.999999999999958256e+00,-3.619716620056633305e-01,3.881749825734637227e-03,1.911978715957834973e-01,-2.612297049403635579e-02,-6.749061627939324445e-03,-9.384630984531372802e-03,3.173535294776979460e-02,-3.358285289181132255e-02,3.865758692024144627e-02,-6.294723391355648567e-02,6.128316299603302902e-02,-8.155252610718477513e-02,3.297362907526881631e-02,-9.285153611890281655e-02,1.053069646670062171e-02,-8.074770333734462846e-02,-1.518115936284153943e-02,-6.984983905945536808e-02,-3.858909926302383359e-02,-4.164012218128863158e-02,-3.639718511297900666e-02,-1.378188634204792658e-02,-3.464717784004879564e-02,6.213316369644243794e-04,1.234368852305764658e-05,2.325726195384942348e-03,-7.619381273873992218e-04,3.773393249249330696e-03,9.017936635545171229e-04,3.571845026863884089e-03,1.433283125806014083e-03,3.193151008303233510e-03,3.406140521648602019e-04,1.717185123305584689e-03,7.548415086532905133e-04,3.001728518005061103e-03,1.906541252146845165e-03,1.726568157327646293e-03,6.807689849599621139e-04,2.365545617484000277e-03,2.575814003092998135e-04,1.861226424383108412e-03,1.034085824292639913e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.249999999999952927e+00,-3.601329129141703778e-01,4.140565480413194166e-03,1.834618081804414436e-01,-2.580264938000883732e-02,-6.793828499180124339e-03,-7.524720536303517587e-03,3.238598975740260288e-02,-3.010042047844246546e-02,4.047784136474361083e-02,-5.941784991068877614e-02,6.361542786060843391e-02,-7.897069497485173506e-02,3.375975545272080769e-02,-9.118277291031362530e-02,1.163658932362180744e-02,-7.854515463267407183e-02,-1.396311456372447898e-02,-6.844157980235020255e-02,-3.813259358177580743e-02,-3.935989222609802274e-02,-3.608718066604461178e-02,-1.267832563326393505e-02,-3.382742514336795764e-02,4.968193718590069264e-04,3.702427646487625040e-04,2.386695306447303606e-03,1.085975722900645252e-03,3.788355212553485424e-03,1.195243263308326011e-03,3.948718074053614302e-03,1.714968259795291924e-03,2.795515924342833764e-03,6.907130385844498970e-04,2.246111268458021726e-03,9.492561231037501684e-04,2.383477193096812143e-03,5.076797115616597756e-04,1.760988286772347628e-03,4.213824870828471311e-04,2.655185585572117715e-03,4.241563145989531397e-04,6.125252066493619505e-04,-4.518300170650213954e-04,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.499999999999947597e+00,-3.570265131761561905e-01,4.152044156407797004e-03,1.782982019135968821e-01,-2.583888085990702216e-02,-6.327935571558109679e-03,-6.064171128192494958e-03,3.343622210347896306e-02,-2.679717168887873688e-02,4.167785316626383685e-02,-5.600418116165867960e-02,6.575102669858975957e-02,-7.667067023260294711e-02,3.474229094685914870e-02,-8.916399645560414700e-02,1.257195017304245550e-02,-7.657685175055098381e-02,-1.276175132813442067e-02,-6.700622513352375020e-02,-3.752837867523450832e-02,-3.742503149732098050e-02,-3.538089829686452692e-02,-1.262622867822006494e-02,-3.453038464350940973e-02,5.454551155493795548e-04,5.047930676280519384e-04,1.867079616219618305e-03,6.093018533381332549e-04,3.673553843178347430e-03,4.787704243897568965e-04,3.733728586606333780e-03,1.586543493620748814e-03,2.859487626286473169e-03,6.994530514839381518e-04,2.928527349945882381e-03,2.205482610668344813e-04,2.578367688265648279e-03,1.255243705910302938e-03,2.186430728335659636e-03,5.130716006852477796e-04,1.732881361971066753e-03,6.620983188665046683e-04,7.171136132469870623e-04,-5.338923750608323303e-04,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.749999999999942268e+00,-3.535946670924228208e-01,4.289866532157127210e-03,1.730530495210965691e-01,-2.593070038816774198e-02,-5.721818448640910056e-03,-4.874050722483354824e-03,3.419093018405434253e-02,-2.362453983706306465e-02,4.177052627714068073e-02,-5.270897765528752971e-02,6.750218065636044706e-02,-7.432665848365628547e-02,3.552611634576732097e-02,-8.656393661084929581e-02,1.291979071393025910e-02,-7.451692020287563334e-02,-1.114056538827457032e-02,-6.530615591296901057e-02,-3.662183499363881600e-02,-3.636121189476428789e-02,-3.434117591342470549e-02,-1.253562266054020907e-02,-3.538508046087641967e-02,5.921569092359168498e-04,5.456083259507385659e-04,1.826236596352590318e-03,5.431679172248091245e-04,3.798136121411054087e-03,-2.683254816287795321e-04,3.959137943100357951e-03,9.968709011590006809e-04,2.953130767671830609e-03,5.439079384622300681e-04,3.416651552098778737e-03,3.434109066285495181e-04,2.776255840486028907e-03,1.167668824351388978e-03,2.348947182447377619e-03,7.577471607941336715e-04,1.752465789717168321e-03,8.713328050434716084e-04,7.706092380786431790e-04,-5.595628983368759095e-04,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
